cons_pct,threatF4,bldg_dens,threatF1,avg_parcsz,threatF2,pop_chg,threatF3,threat,ThreatF5,F1raw,F1rcl,F2raw,F2rcl,F3raw,F3rcl,F4raw,F4rcl,F5raw,F5rcl,F6raw,F6rcl,F7raw,F7rcl,F8raw,F8rcl,F9raw,F9rcl,F10raw,F10rcl,F11raw,F11rcl,Fwght,Fwghtrcl,threatrcl,OBJECTID,ACRES,Shapearea,Shapelen
32.46396159,8,2.64963006,10,86.90889739,10,2.91295003,9,8.4,5,0.81400698,10,2.30237353,6,19,6,81.12739492,10,43924.5206056,10,0.40636545,5,0.58821472,7,7.05812484,7,0.596614,1,3.70521134,5,0,0,7.2,9,9,1242,43924.52050235,177756938.922891,194690.118301638
0,1,6,8,32.94049835,8,3.82939004,8,5.2,1,9.83845996,10,0.11896052,2,0,0,0,0,57.63926284,1,2.38948232,1,0,0,1.60463537,4,0,0,1.70439376,3,0,0,2.3,2,5,1243,57.63925071,233258.70495956,3696.02400639259
0,1,5.14543008,9,47.1039009,10,9.14692974,5,6.2,6,0.99066698,10,2.81911033,7,0,0,59.50755719,7,4881.30405134,6,0.28771328,6,0.33309131,6,1.21586156,4,2.56938004,8,2.09144111,4,0,0,5.85,7,6,1244,4881.30403147,19754015.5854581,53790.4867696229
46.43769685,9,15.65380001,4,8.44309997,2,33.66239929,1,4.8,8,34.20059967,7,0.94081549,5,0,0,0,0,155.31584228,2,0.03461333,8,0,0,26.77962491,9,0,0,2.25439977,4,0,0,3.3,4,5,1245,155.31585037,628543.4607534,5802.48206309101
0,1,8.97142982,6,12.22579956,3,0.60737299,10,6,10,100.66699981,3,0.12797742,2,0,0,0,0,77.36367432,1,0,10,0,0,16.14483814,9,0,0,21.15638914,9,0,0,2.7,3,6,1246,77.36367454,313080.9355044,4531.68499931755
0,1,76.64710235,1,4.87169981,1,167.75500488,1,2.8,10,189.1269989,2,0.19723297,3,0,0,0,0,33.1140452,1,0,10,0.85250834,8,41.93235805,10,3,9,0,0,0,0,3.1,4,2,1247,33.11404368,134008.31639632,1905.09444595065
0,1,35.85540008,2,16.52179908,4,27.30310058,2,2.2,2,46.2289009,6,0.00829897,1,0,0,0,0,158.3271707,2,0.77449751,2,0.7442816,8,4.3912867,6,0,0,0.58693652,2,0,0,2.3,2,2,1248,158.32717824,640729.92104098,7254.77272985637
0,1,218.78599548,1,1.11479997,1,185.29800415,1,2.8,10,374.02301025,1,0.17052695,3,0,0,0,0,28.1516808,1,0,10,0,0,0,0,3,9,0,0,0,0,2.05,2,2,1249,28.15168225,113926.27182113,2510.55260003992
0,1,6.81119012,8,46.52270126,10,8.80140972,5,6.6,9,13.51060009,10,0.58267026,5,0,0,0,0,282.31788262,3,0.01768219,9,0,0,6.05278696,7,3,9,3.80915296,6,0,0,4.45,5,7,1250,282.31787729,1142504.4849072,7687.69675799843
0,1,7.58333015,7,32.94049835,8,3.82939004,8,6.8,10,8.60513019,10,0.0885817,1,0,0,0,0,42.91998375,1,0,10,0,0,6.01141886,7,3,9,46.30011072,10,0,0,4.05,5,7,1251,42.91997939,173691.68901972,2338.78444856307
3.60385677,3,5.77016019,9,34.44929885,8,3.08470988,9,6.4,3,22.61120033,8,4.8367831,7,0,0,31.87158547,5,2309.55626769,5,0.60670355,3,0.25566382,6,4.76988162,6,1.21201002,4,4.76257026,6,0,0,4.8,6,6,1252,2309.55625719,9346479.95819019,37825.9468967854
46.64320902,9,1.95630002,10,116.70999908,10,5.22934007,7,8,4,0.76944202,10,1.49221854,6,17,6,80.01614283,10,28468.440482,9,0.50564343,4,0.20303606,5,4.57185493,6,2.76044988,9,3.52229255,5,0,0,7.2,9,8,1253,28468.44045586,115208151.926707,152606.521482734
39.10893955,8,226.78799438,1,1.11479997,1,185.29800415,1,4.2,10,394.60299682,1,0.62306668,5,0,0,0,0,104.60856384,2,0,10,0,0,2.39913436,5,3,9,17.53187246,9,0,0,3.1,4,4,1254,104.6085591,423337.51261669,3081.95233625291
13.17500987,6,16.89999961,3,8.44309997,2,33.66239929,1,4.4,10,26.73329925,8,0.12418305,2,0,0,0,0,20.5009334,1,0,10,0,0,39.62941511,10,0,0,0,0,0,0,3.05,3,4,1255,20.50093535,82964.67375108,1847.73075282364
0,1,7.40909004,7,27.17079925,7,9.52612018,5,6,10,88.76200103,4,0.2031371,3,0,0,0,0,351.73293803,3,0,10,0,0,2.4638011,5,0,0,1.68891774,3,0,0,2.75,3,6,1256,351.73293767,1423418.39146362,6801.81721110268
0,1,10.04459953,6,7.79759979,1,-2.0352199,10,5,7,77.19660186,4,0.5377668,4,0,0,0,0,931.14598391,4,0.15533547,7,0.2558675,6,1.67721283,4,0,0,5.3822366,7,0,0,3.15,4,5,1257,931.14597606,3768229.14631288,20970.9120836429
0,1,45.20000076,1,7.79759979,1,-2.0352199,10,4.6,10,72.34889984,5,0.08745074,1,0,0,0,0,52.86487881,1,0,10,0,0,4.79531979,6,0,0,4.79531979,6,0,0,2.6,3,4,1258,52.86488171,213937.44182218,3724.66670506829
0,1,31.74329948,2,4.87169981,1,167.75500488,1,2.4,7,106.3089981,3,1.03451539,5,0,0,45.60646687,6,743.89559913,4,0.14660121,7,0.24485962,6,3.45301142,6,0.20788499,0,0.55078696,2,0,0,3.85,5,2,1259,743.89560282,3010450.73967224,11604.8353745266
15.66901852,6,18.68210029,3,16.52179908,4,27.30310058,2,4,5,20.03359985,9,0.31457195,4,3,3,0,0,641.63559336,4,0.32377256,5,0.13933142,4,1.25610238,4,0,0,3.2410172,5,0,0,3.8,4,4,1260,641.6355838,2596617.46960348,14235.9703721838
0,1,12.5,5,29.0277996,7,5.69977998,7,4.8,4,49.64070129,6,1.56239005,6,0,0,43.84474602,6,757.01590289,4,0.54842705,4,0.04697391,3,19.20530327,9,0,0,4.82196475,6,0,0,4.3,5,5,1261,757.015893,3063546.88265264,13717.2954922538
0,1,7.76922988,7,34.44929885,8,3.08470988,9,5.6,3,57.66669845,5,0.05283707,1,0,0,0,0,25.22962147,1,0.71534961,3,0,0,0,0,2.97368001,9,0,0,0,0,1.75,2,6,1262,25.22962181,102101.06546872,1462.26953110396
0,1,57.625,1,4.87169981,1,167.75500488,1,1,1,174.38600158,2,0.19603526,3,0,0,0,0,32.36275603,1,3.04152093,1,0,0,13.84863512,8,3,9,14.51149585,9,0,0,2.15,2,1,1263,32.36275663,130967.9533866,2168.57938698267
0,1,21.07530021,3,7.79759979,1,-2.0352199,10,4.6,8,98.72250366,3,0.55474512,5,0,0,37.56286943,5,960.5440304,4,0.08455208,8,0.20887121,5,2.01578474,5,0,0,1.36116196,3,0,0,3.75,4,4,1264,960.54402309,3887199.29764088,18079.8354086417
0,1,8,7,25.70610046,7,3.05950999,9,5,1,25,8,0.0666602,1,0,0,0,0,31.83014097,1,1.65880509,1,0.05969184,3,0.83600006,3,3,9,0.71982087,2,0,0,2.4,3,5,1265,31.83013515,128812.50211644,3858.71625587093
0,1,7.3924098,7,34.44929885,8,3.08470988,9,7,10,17.96910095,9,0.33137229,4,0,0,0,0,158.22974773,2,0,10,0.59287208,7,0.64362107,3,3,9,2.49722953,4,0,0,4.2,5,7,1266,158.22975291,640335.65314904,4990.56567418484
0,1,33.81299972,2,16.52179908,4,27.30310058,2,3.2,7,58.34500122,5,1.49773112,6,0,0,28.53566597,4,1076.98310002,5,0.19093335,7,0.83956749,8,3.22372746,6,0,0,1.66479863,3,0,0,4.25,5,3,1267,1076.98309415,4358413.38503808,28900.7698613284
0,1,32.15000152,2,16.52179908,4,27.30310058,2,2,1,51.16400146,6,0.08721827,1,0,0,0,0,42.25936869,1,2.26714224,1,0.9453525,8,4.13754406,6,0,0,0,0,0,0,1.95,2,2,1268,42.25936639,171018.27238398,3258.7912831048
37.91799351,8,16.13439941,4,8.44309997,2,33.66239929,1,3.8,4,52.93569946,6,0.52371431,4,0,0,0,0,376.59060183,3,0.56286056,4,0.3132845,6,7.60337614,7,0,0,13.17352046,9,0,0,3.25,4,4,1269,376.59060044,1524014.18607037,16624.6843160959
0,1,9,6,32.94049835,8,3.82939004,8,5.8,6,8.32653045,10,0.04513071,1,0,0,0,0,21.86692659,1,0.22536317,6,0,0,68.57250806,10,3,9,76.50933444,10,0,0,3.8,4,6,1270,21.86693048,88492.6820431,2090.51030851648
4.69580337,4,21.58329963,3,5.78243017,1,132.51499939,1,3.8,10,87.3852005,4,1.10049228,5,2,2,0,0,181.67630876,2,0,10,0.00809131,2,13.64855999,8,0,0,83.77765985,10,0,0,3.6,4,4,1271,181.67629429,735220.81925548,12502.2518214431
0,1,35.40230178,2,16.52179908,4,27.30310058,2,2.2,2,61.49520111,5,0.4843685,4,0,0,0,0,348.29795711,3,0.79031184,2,0.14559373,4,5.78840604,7,0,0,2.29964024,4,0,0,2.55,3,2,1272,348.29793999,1409517.39344674,13146.5140590914
0,1,20.91670036,3,14.25529956,3,1.81856,9,5.2,10,123.18900299,3,0.03935285,1,0,0,0,0,28.29770573,1,0,10,0,0,0,0,0,0,0,0,0,0,1.7,2,5,1273,28.29771475,114517.24678064,3462.68141372632
0,1,7.40000009,7,34.44929885,8,3.08470988,9,7,10,65.97920227,5,0.04522434,1,0,0,0,0,21.59455307,1,0,10,0,0,8.36183084,8,0.875,2,1.81675443,3,0,0,2.65,3,7,1274,21.59455585,87390.41662568,1685.81134233204
0,1,198.36399841,1,1.11479997,1,185.29800415,1,2.8,10,392.18798828,1,0.25315852,3,0,0,0,0,42.50355602,1,0,10,0,0,0.42819946,3,3,9,0.9004423,2,0,0,2.3,2,2,1275,42.50355129,172006.45755212,2305.29297009866
0,1,76.05000305,1,4.87169981,1,167.75500488,1,2.8,10,221.7559967,2,0.2322981,3,0,0,0,0,39.00123618,1,0,10,0,0,3.37712372,6,2.8125,9,3.37712372,5,0,0,2.75,3,2,1276,39.00123581,157833.03298544,2888.3149436545
0,1,151.74099731,1,1.11479997,1,185.29800415,1,2,6,317.54998779,1,0.56918707,5,0,0,0,0,95.5625514,1,0.29065779,6,0,0,6.86528342,7,3,9,6.86528342,7,0,0,2.55,3,2,1277,95.56254956,386729.4643722,5788.37600413095
0,1,60.19049835,1,7.79759979,1,-2.0352199,10,4.6,10,77.95739746,4,0.25222494,3,0,0,0,0,41.6389078,1,0,10,0,0,6.77981279,7,0,0,6.77981279,7,0,0,2.75,3,4,1278,41.63890445,168507.34192892,2389.55873927558
0,1,24,2,16.52179908,4,27.30310058,2,2,1,19.96929931,9,0.07514766,1,0,0,0,0,35.88289275,1,2.56122048,1,2.32534206,9,3.63153553,6,0,0,3.26216731,5,0,0,2.7,3,2,1279,35.88288855,145213.47883881,2206.68244323996
0,1,21.20000076,3,16.52179908,4,27.30310058,2,4,10,13.62139987,10,0.0482501,1,0,0,0,0,23.03935086,1,0,10,1.3702643,9,2.12592795,5,0,0,3.40842936,5,0,0,3.7,4,4,1280,23.03935388,93237.33017816,2170.28933406957
0,1,5.33198976,9,33.1352005,8,4.45672988,8,6.8,8,40.56420135,7,0.87015722,5,0,0,30.13602665,5,1506.68170439,5,0.0421801,8,0.15666879,5,1.23296114,4,0,0,6.38890614,7,0,0,4.65,6,7,1281,1506.68168007,6097348.822901,31182.3533147753
0,1,28.75,2,16.52179908,4,27.30310058,2,2,1,49.90909957,6,0.00229928,1,0,0,0,0,43.86553717,1,2.98220444,1,0.07728162,3,2.00613068,5,0,0,2.00613068,3,0,0,1.8,2,2,1282,43.86553374,177518.22704796,4045.30798426438
0.19367867,2,8.3555603,7,28.31159973,7,1.90938997,9,5.4,2,19.19610023,9,0.47504793,4,0,0,0,0,822.54794517,4,1.17208486,2,14.51305066,10,5.91231189,7,0,0,4.25487659,6,0,0,3.7,4,5,1283,822.54790573,3328746.59001244,19191.5240891266
0,1,5.64062976,9,19.10160064,5,24.75040054,2,3.8,2,12.23219966,10,0.24828837,3,0,0,0,0,120.3017419,2,0.95599613,2,0.1904378,5,7.19931387,7,0,0,5.40454352,7,0,0,3.25,4,4,1284,120.30174174,486845.82360484,5835.16081080113
0,1,10.81820011,5,32.94049835,8,3.82939004,8,6.4,10,55.3111,5,0.12184753,2,0,0,0,0,20.11537022,1,0,10,0,0,64.06394639,10,3,9,74.11327672,10,0,0,3.55,4,6,1285,20.11536811,81404.33225694,1869.7309088454
25.59132507,7,32.90790176,2,4.87169981,1,167.75500488,1,4.2,10,114.43299865,3,0.42774044,4,2,2,0,0,307.57805529,3,0,10,0.04275337,3,0.59239596,3,0.30914399,1,0.59239596,2,0,0,2.95,3,4,1286,307.57805343,1244729.19986332,7192.74741163073
0,1,63.19440078,1,7.79759979,1,-2.0352199,10,4.6,10,116.83300018,3,0.1131088,1,0,0,0,0,68.37543993,1,0,10,0.12957869,4,1.91039355,5,0,0,1.91039355,3,0,0,2.3,2,4,1287,68.37544828,276706.728835,3527.47038257316
0,1,8.20716953,7,27.17079925,7,9.52612018,5,5,5,85.63539886,4,0.28826301,4,0,0,0,0,499.12888571,3,0.3930047,5,0.26289802,6,7.57569859,7,0,0,6.34744269,7,0,0,2.95,3,5,1288,499.12888297,2019911.00531418,10003.5950966516
0,1,6.76000022,8,28.59849929,7,9.19347953,5,4.4,1,56.0046997,5,0.09948674,1,0,0,0,0,47.504765,1,1.34723327,1,0,0,0,0,0,0,0,0,0,0,1.1,1,4,1289,47.5047641,192245.72871424,2190.6557578688
0,1,86.63459777,1,2.48750996,1,178.88800048,1,1.2,2,237.01499939,1,0.62498383,5,1,1,0,0,104.93044035,2,1.20521747,2,0,0,9.85719679,8,0.40591999,1,20.80159001,9,0,0,2.15,2,1,1290,104.93043554,424640.1055456,4429.34428182551
0,1,73.19120025,1,4.87169981,1,167.75500488,1,1.8,5,215.13900756,2,0.82642003,5,0,0,0,0,138.75017748,2,0.36854727,5,0,0,1.09837697,4,0,0,0.38007879,2,0,0,1.9,2,1,1291,138.75018269,561504.31395312,4349.17249077717
0,1,10.52379989,6,32.94049835,8,3.82939004,8,6.6,10,37.38059997,7,0.26332786,3,0,0,0,0,127.58874308,2,0,10,0.22588199,5,1.43750926,4,3,9,4.03546572,6,0,0,3.85,5,7,1292,127.58874411,516335.39388538,4157.43740169048
0,1,25.61540031,2,16.52179908,4,27.30310058,2,3.8,10,44.5,6,0.00129965,1,0,0,0,0,24.79474829,1,0,10,0,0,0,0,0,0,0,0,0,0,2.15,2,4,1293,24.79475026,100341.19573636,1954.06802601569
0,1,8.98248004,6,33.51520156,8,4.03976011,8,5.8,6,23.16049957,8,2.58056927,7,0,0,35.50282339,5,1250.34844413,5,0.22987512,6,0.09525344,4,4.13060057,6,3,9,2.12610173,4,0,0,5.15,6,6,1294,1250.34844801,5060000.887063,20340.9110191663
0,1,9.63636016,6,32.94049835,8,3.82939004,8,6.4,9,10.95979976,10,0.07927885,1,0,0,0,0,38.41253098,1,0.00999673,9,0.05154567,3,57.98706679,10,3,9,73.8509004,10,0,0,4.25,5,6,1295,38.41252204,155450.58334756,3117.76121204371
0,1,127.55599975,1,1.11479997,1,185.29800415,1,1.2,2,407.86898803,1,0.13852962,2,1,1,0,0,23.25816074,1,0.90806836,2,0,0,13.64381317,8,3,9,0,0,0,0,1.65,2,1,1296,23.25815814,94122.8031688,1318.86543970372
23.41731019,7,22.70770072,3,16.52179908,4,27.30310058,2,4.6,7,19.5168991,9,0.27511936,3,0,0,0,0,131.36905881,2,0.12423016,7,0.15566831,5,0.00045672,2,0,0,7.9341666,8,0,0,3.4,4,4,1297,131.36905829,531633.84378564,5763.35667186526
0,1,43.71009826,1,7.79759979,1,-2.0352199,10,4.6,10,132.0980072,3,0.1913934,3,0,0,0,0,137.62648333,2,0,10,0,0,0.74520541,3,0,0,21.77673894,9,0,0,2.65,3,4,1298,137.62648091,556956.83600746,6838.38668900755
0,1,11,5,32.94049835,8,3.82939004,8,6.4,10,57.48149871,5,0.09621001,1,0,0,0,0,46.61608556,1,0,10,0,0,51.63260644,10,3,9,59.38276383,10,0,0,3.45,4,6,1299,46.61608091,188649.34103448,4034.648906415
0,1,81.13330078,1,1.11479997,1,185.29800415,1,2.8,10,245.9750061,1,0.37736345,4,1,1,0,0,63.35669997,1,0,10,0,0,36.64363833,10,1.24028003,4,2.72438432,4,0,0,2.7,3,2,1300,63.35670087,256396.49742467,3747.27514165118
0,1,13.19629955,4,7.89209985,1,-1.76742005,10,4.6,7,32.73740005,7,2.71896197,7,0,0,56.72465212,7,4707.89665469,6,0.13286952,7,0.23130711,5,1.95788919,5,1.62732005,5,2.07248729,4,0,0,5.35,7,4,1301,4707.89664339,19052257.9762759,57947.7538371243
0,1,28.06669998,2,4.87169981,1,167.75500488,1,3,10,119.35900116,3,0.03968078,1,0,0,0,0,28.53351766,1,0,10,0,0,0,0,0,0,0,0,0,0,1.7,2,3,1302,28.53352094,115471.52439478,1781.78747460894
40.15720462,8,19.74329948,3,8.86896038,2,32.37950134,1,3.6,4,55.80350112,5,1.47450739,6,4,3,48.70108021,6,1060.28346342,5,0.52182271,4,0,0,0.26330694,2,0,0,1.00513498,2,0,0,3.9,5,3,1303,1060.28345634,4290832.07816754,15365.4279916156
0,1,9.95541,6,28.31159973,7,1.90938997,9,6.2,8,37.28200149,7,0.18351417,3,4,3,0,0,317.75574283,3,0.09244836,8,4.02494692,10,14.95431666,9,0,0,7.08790966,7,0,0,4.2,5,6,1304,317.75574956,1285917.03956088,7528.7593397902
0,1,6.97163009,8,27.17079925,7,9.52612018,5,4.8,3,51.84569931,6,2.36721847,6,0,0,34.97991105,5,1130.34306843,5,0.72196134,3,0.08622161,3,2.03543513,5,0,0,5.19108946,7,0,0,4.05,5,5,1305,1130.34305747,4574354.35906083,23509.7983817209
0,1,6.86379003,8,32.94049835,8,3.82939004,8,7,10,13.03829956,10,2.48827945,6,0,0,54.84535225,7,1205.63178616,5,0,10,0.30891687,6,8.20753078,7,0,0,7.36686615,7,0,0,5.9,7,7,1306,1205.63177645,4879038.2137279,13631.995310493
0,1,19.42309951,3,16.52179908,4,27.30310058,2,4,10,34.6393013,7,0.0756561,1,0,0,0,0,54.40252287,1,0,10,5.16042244,10,2.21570606,5,0,0,7.50200502,7,0,0,3.4,4,4,1307,54.40251932,220160.06536767,3907.93538979685
0,1,29.44729995,2,13.60140037,3,1.42830002,9,4,5,118.06199646,3,0.27781655,3,2,2,0,0,481.04079671,3,0.33886522,5,0.05458996,3,0.32768946,2,0,0,0.32768946,2,0,0,2.25,2,4,1308,481.04081123,1946710.88322868,11807.6492976129
0,1,74.5,1,7.79759979,1,-2.0352199,10,4.6,10,127.86299896,3,0.05824605,1,0,0,0,0,35.21034024,1,0,10,0,0,0,0,0,0,0,0,0,0,1.7,2,4,1309,35.21034039,142491.7621147,3234.75787103866
1.49509502,2,24.6800003,2,8.2413702,1,85.05480194,1,3.2,10,90.12159729,4,0.64249288,5,4,3,0,0,106.06683685,2,0,10,0.24607125,6,22.14311343,9,0,0,83.20610156,10,0,0,3.95,5,3,1310,106.06682912,429238.94559132,7468.40461055456
0,1,10.42310047,6,27.17079925,7,9.52612018,5,4,1,59.69960021,5,0.10477814,1,0,0,0,0,50.03139898,1,1.853556,1,0,0,9.6592142,8,0,0,9.6592142,8,0,0,1.9,2,4,1311,50.03139982,202470.70159028,3324.18497727551
11.9124972,5,45.34619903,1,4.87169981,1,167.75500488,1,3.6,10,152.25100708,2,0.34083849,4,0,0,0,0,56.26779915,1,0,10,0,0,5.22874547,7,3,9,15.17884141,9,0,0,3.1,4,3,1312,56.26779733,227708.60783724,3284.21840232886
0,1,9.1999998,6,27.17079925,7,9.52612018,5,5.8,10,82.92120361,4,0.05705462,1,2,2,0,0,98.79037257,1,0,10,0,0,1.43690115,4,0,0,1.43690115,3,0,0,2.4,3,6,1313,98.79037332,399792.05592036,4626.71722162268
0,1,52.14289855,1,4.87169981,1,167.75500488,1,2.8,10,215.45700073,2,0.16620226,3,0,0,0,0,27.9042048,1,0,10,0,0,0,0,0,0,0,0,0,0,1.75,2,2,1314,27.90420881,112924.77834128,1828.98843119435
0,1,121.69999694,1,1.11479997,1,185.29800415,1,2.8,10,313.20901489,1,0.11960726,2,0,0,0,0,20.08122852,1,0,10,0,0,0,0,3,9,0,0,0,0,1.95,2,2,1315,20.08122946,81266.17749292,1433.32779768372
19.25349301,7,9.03125,6,33.68640136,8,0.72667199,10,8.2,10,66.09680175,5,0.10721132,1,1,1,0,0,185.63696456,2,0,10,0,0,2.71756221,5,3,9,12.41304502,9,0,0,3.4,4,8,1316,185.63694678,751249.0753152,7378.82287724879
0,1,6.99358987,8,28.59849929,7,9.19347953,5,4.8,3,44.76150131,6,0.65633731,5,0,0,0,0,313.40002612,3,0.71208673,3,0.23407783,5,3.90105902,6,0,0,3.90105902,6,0,0,3,3,5,1317,313.40002377,1268289.97212974,11315.6454353984
65.8748127,10,9.26828956,6,34.23720169,8,0.78543502,10,8.8,10,62.02600097,5,0.04942059,1,0,0,0,0,85.572008,1,0,10,0,0,0,0,3,9,0,0,0,0,2.45,3,9,1318,85.57200367,346298.99784708,3487.71200556883
0,1,25.9258995,2,13.42090034,3,18.66699981,2,3.6,10,19.20170021,9,0.02581697,1,0,0,0,0,52.65913607,1,0,10,0,0,0,0,0,0,0,0,0,0,2.6,3,3,1319,52.65914189,213104.83900076,2263.97853333375
0,1,22.19400024,3,27.17079925,7,9.52612018,5,4.8,8,86.56890106,4,0.07802743,1,8,5,0,0,135.10489648,2,0.0558973,8,0.07201811,3,10.97658218,8,0,0,1.96540619,3,0,0,3,3,5,1320,135.10489595,546752.30291548,5673.34012693847
6.43249387,4,44.54159927,1,7.79759979,1,-2.0352199,10,4.8,8,57.30139923,5,0.89483325,5,0,0,46.05454593,6,1549.40839283,5,0.03180568,8,0.02920469,2,0.61268546,3,1.65798997,5,1.41869891,3,0,0,4.35,5,5,1321,1549.4083946,6270258.39362205,25211.0346220133
10.68977549,5,10.6843996,6,33.84840011,8,3.69928002,8,5.8,2,56.53919982,5,0.5267642,4,3,3,0,0,912.09492665,4,0.89576641,2,6.00513152,10,15.79903536,9,3,9,3.97916477,6,0,0,3.95,5,6,1322,912.09492637,3691131.97515108,22986.4224587821
0,1,9.97058963,6,27.17079925,7,9.52612018,5,5.4,8,58.97449874,5,0.03527344,1,0,0,0,0,61.07615182,1,0.03772339,8,0,0,1.6009522,4,0,0,2.34828154,4,0,0,2.2,2,5,1323,61.07615153,247167.40477384,3655.06022257085
0,1,69.55560302,1,7.79759979,1,-2.0352199,10,4.6,10,140.30299377,2,0.08250053,1,0,0,0,0,142.85010213,2,0,10,0.47140323,7,0,0,0,0,0,0,0,0,2.05,2,4,1324,142.85008959,578096.11490158,7842.53750026696
0,1,52.52379989,1,2.18819999,1,180.28599548,1,2.8,10,219.30000305,2,0.27185798,3,0,0,0,0,45.64306565,1,0,10,1.03958836,8,4.73390638,6,0,0,22.12927606,9,0,0,2.9,3,2,1325,45.64306118,184711.65412952,3698.73848213557
0.40609869,2,8.4043703,7,29.25209999,7,8.51103019,5,5.6,7,71.40319824,5,1.52883514,6,0,0,35.16415719,5,730.01635889,4,0.15990874,7,0.57456246,7,8.70754459,8,2.77690005,9,2.21776947,4,0,0,4.8,6,6,1326,730.01635739,2954283.20152458,15062.2706445379
0,1,10.13630008,6,32.77870178,8,2.55544996,9,6.2,7,59.94129943,5,0.55538125,5,0,0,0,0,961.64549248,4,0.11154214,7,0.49710626,7,6.90146218,7,3,9,1.81448986,3,0,0,3.85,5,6,1327,961.64547853,3891656.74750219,22622.8348312675
0,1,25.93330001,2,13.42090034,3,18.66699981,2,1.8,1,14.31709957,9,0.03771553,1,0,0,0,0,27.12035053,1,9.08070858,1,0,0,43.09324831,10,0,0,43.09324831,10,0,0,2.7,3,1,1328,27.12035441,109752.61946845,2254.66811753079
0.46549199,2,5.65924978,9,32.94049835,8,3.82939004,8,6.6,6,1.18940997,10,11.15019881,8,5,4,68.70978401,8,5402.54194211,7,0.21920348,6,3.5040783,10,2.70158383,5,1.66010999,5,1.80699531,3,0,0,6.7,8,7,1329,5402.54191213,21863398.8878976,44461.372613295
0,1,53.90000152,1,4.87169981,1,167.75500488,1,1.2,2,177.3500061,2,1.20006308,6,2,2,0,0,862.93703734,4,1.17047705,2,0.04686321,3,1.4418549,4,1.64770996,5,0.05176739,2,0,0,2.6,3,1,1330,862.93702113,3492196.19487328,22812.4667614785
0,1,45.55559921,1,7.79759979,1,-2.0352199,10,4.6,10,75.90499877,4,0.26703092,3,1,1,0,0,161.4229527,2,0,10,0,0,6.53289995,7,3,9,30.0455909,10,0,0,3.6,4,4,1331,161.42295328,653258.12826561,9478.03146517979
0,1,44.87369918,1,4.87169981,1,167.75500488,1,2,6,194.81900024,2,1.12607113,5,0,0,0,0,189.05951323,2,0.24982609,6,0.00544801,2,2.48620125,5,0,0,0.13642265,2,0,0,2.15,2,2,1332,189.05951287,765099.76428944,6364.39641167865
0,1,12.89029979,5,29.0277996,7,5.69977998,7,4.6,3,21.86429977,8,6.08465833,8,0,0,53.68636399,7,2948.1646403,6,0.65405302,3,0.18417221,5,2.45619593,5,0,0,4.46079836,6,0,0,5.05,6,4,1333,2948.16460672,11930846.5963669,31316.9487298298
0,1,105.04199981,1,4.79714012,1,82.17269897,1,2.8,10,322.02301025,1,0.28905,4,0,0,0,0,48.52948645,1,0,10,0,0,17.91714818,9,3,9,2.20237236,4,0,0,2.8,3,2,1334,48.52948245,196392.6333303,3552.50257372969
42.72113305,9,29.125,2,4.87169981,1,167.75500488,1,3.2,3,137.39399719,2,0.22711089,3,0,0,0,0,37.49291944,1,0.7271773,3,0,0,0,0,3,9,0,0,0,0,1.5,1,3,1335,37.49291665,151729.05748232,3511.82607219758
32.68996507,8,3.9007101,10,35.71689987,9,5.63887977,7,7.6,4,1.14021003,10,15.42538003,9,13,5,66.27601717,8,26709.1248922,9,0.4853664,4,0.91722847,8,2.8155037,5,0.99812698,3,4.1451218,6,96,10,7.45,9,8,1336,26709.12473199,108088425.311692,231167.626715579
0,1,9.59195995,6,29.12759971,7,5.65210008,7,5.2,5,1.19304001,10,8.73570721,8,0,0,61.05570447,8,4232.66215999,6,0.39215036,5,0.02818084,2,1.82165968,4,0,0,2.09719927,4,0,0,5.4,7,5,1337,4232.66213163,17129044.4473787,40116.1919932957
8.4217408,4,9.96053028,6,27.17079925,7,9.52612018,5,4.6,1,31.39340019,7,2.49552398,6,0,0,0,0,1191.60874672,5,1.38912709,1,0.00835005,2,0.74749367,3,0,0,2.56712449,4,0,0,2.95,3,4,1338,1191.60873933,4822288.76890295,29625.1063798066
41.82806798,8,32.35139846,2,4.87169981,1,167.75500488,1,4.4,10,154.19599914,2,0.09858673,1,0,0,0,0,70.89139285,1,0,10,1.06359879,8,11.15198853,8,0,0,8.40406678,8,0,0,2.75,3,4,1339,70.89139953,286888.46304931,3952.17920944289
0,1,25.61030006,2,11.82870006,3,23.4633007,2,2,2,37.69869995,7,0.7577786,5,1,1,0,0,544.90070955,4,1.26778326,2,0,0,1.57072652,4,0,0,4.45556402,6,0,0,2.95,3,2,1340,544.90072489,2205143.81868086,13763.9641414687
0,1,11.5689001,5,28.31159973,7,1.90938997,9,5.8,7,45.45619964,6,0.39423009,4,1,1,40.84868599,6,682.61143103,4,0.10547728,7,3.06571191,9,13.21258272,8,0,0,7.59314562,7,0,0,4.8,6,6,1341,682.61140362,2762441.39253143,13304.9008901436
0,1,11.32089996,5,33.21089935,8,3.19456005,9,6.4,9,54.92699813,6,0.18351554,3,0,0,0,0,374.31850101,3,0.00273563,9,0.40607129,7,7.6946771,7,3,9,5.17856316,7,0,0,4.05,5,6,1342,374.31850014,1514819.28560881,7228.82989637446
